experiment,method,query_mode,model_key,index_file,map_key,item_type,query,gold_ids,pred_ids_topk,hit,hit_rank,recall,mrr,ndcg,k,error_type,error_message
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"В схеме показаны следующие связи: \(\dot{I}_2\) связан с \(\dot{E}_2\) и \(\dot{U}_{cd}\) через \(\mathcal{Z}_2\), а \(\dot{U}_{cd}\) связан с \(\dot{\Phi}_c - \dot{\Phi}_d\) через \(\dot{E}_2\) и \(\dot{I}_2\) через \(\mathcal{Z}_2\).",L05_p1_img1,L06_p39_img0|L12_p10_img0|L11_p30_img0|L24_p52_img0|L11_p29_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Комплексное сопротивление последовательно соединенной ветви резистора и катушки индуктивности можно рассчитать по формуле Z = R + jX_L, где R - активное сопротивление резистора, X_L - индуктивное сопротивление катушки индуктивности, j - мнимая единица, а ω - частота тока.",L04_p35|L04_p35_img44,L01_p20_img0|L15_p20_img0|L15_p41_img0|L18_p13_img0|L06_p1_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Если увеличить сопротивление R, то значение тока I(p) уменьшится, так как в формуле прямая зависимость от R. Если уменьшить индуктивность L, то значение тока I(p) также уменьшится, так как в формуле прямая зависимость от L. Это связано с тем, что увеличение R и уменьшение L приводят к увеличению значения (l - l/(p + R/L)), что в свою очередь уменьшает значение тока I(p).",L27_p71_img0|L27_p70,L07_p39_img20|L38_p41_img0|L01_p48_img0|L25_p20_img0|L27_p51_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,Среднее за период значение произведения синусоидальных функций различных частот равно нулю.,L22_p36_img0|L22_p35,L07_p39_img20|L01_p20_img0|L27_p88_img0|L27_p91_img0|L14_p78_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"На схеме показаны два элемента, которые соединены последовательно.",L28_p43|L28_p43_img0,L20_p59_img0|L01_p20_img0|L14_p13_img0|L14_p56_img0|L41_p65_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,В схеме показаны два источника напряжения: переменное напряжение e и постоянное напряжение i.,L03_p95_img0|L03_p95,L20_p59_img0|L09_p46_img0|L01_p20_img0|L12_p21_img0|L19_p26_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,R1 = 100 Ом,L09_p5|L09_p5_img0,L05_p95_img4|L05_p31_img50|L04_p111_img0|L04_p35_img57|L04_p34_img57,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"При увеличении значения ω²LC, значение cos β будет уменьшаться, так как ω²LC становится больше, что приводит к уменьшению разности между l и ω²LC.",L15_p28_img0|L15_p27,L23_p10_img0|L01_p20_img0|L19_p40_img0|L20_p9_img0|L07_p39_img20,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"{""t"": 0, ""i"": 0}, {""t"": ∞, ""i"": 0}",L29_p74_img0|L29_p74,L24_p59_img0|L22_p17_img0|L06_p33_img0|L02_p33_img0|L06_p39_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Для расчета НС необходимо выполнить следующие шаги:
1. Определить значение магнитного напряжения для каждого участка контура (H_i l_i).
2. Сложить все значения магнитного напряжения для всех участков.
3. Добавить значение магнитного напряжения, связанное с изменением магнитной индукции (H_δ δ δ).
4. Результат сложения будет равен искомой НС.",L33_p22|L33_p23_img0,L01_p20_img0|L31_p9_img0|L42_p10_img0|L05_p46_img0|L05_p31_img11,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы b и L соединены последовательно.,L08_p30_img0|L08_p30,L01_p20_img0|L15_p20_img0|L15_p41_img0|L14_p56_img0|L20_p59_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"На схеме изображены два источника напряжения U1 и U2, а также резистор R, который соединен последовательно с источником напряжения U2.",L30_p30|L30_p32_img0,L02_p60_img0|L14_p13_img0|L01_p20_img0|L02_p52_img0|L37_p60_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"В данной схеме элементы i, U0 и Zc соединены последовательно.",L43_p52|L43_p53_img0,L19_p42_img0|L14_p78_img0|L11_p30_img0|L20_p45_img0|L41_p36_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы x и c6 соединены последовательно.,L24_p66_img0|L24_p66,L01_p29_img0|L19_p3_img0|L21_p12_img0|L24_p32_img0|L24_p27_img1,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"В схеме изображены элементы U(I), U_R^2(I) и U_L(I) - это напряжения, а также U_C(I) - это напряжение на конденсаторе. Схема показывает, как эти напряжения связаны между собой.",L35_p14_img8|L35_p14,L14_p13_img0|L19_p29_img0|L20_p47_img1|L02_p60_img0|L37_p60_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы L1 и L2 связаны между собой через магнитную связь M.,L10_p36_img0|L10_p35,L01_p20_img0|L14_p56_img0|L15_p20_img0|L01_p10_img0|L08_p31_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,Операторное сопротивление соответствует комплексному сопротивлению ветви в цепи синусоидального тока при замене оператора p на .,L27_p39_img0|L27_p39,L01_p20_img0|L07_p39_img20|L43_p20_img0|L19_p42_img0|L15_p20_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"6,5 А",L05_p31|L05_p31_img73,L32_p102_img0|L03_p97_img0|L07_p39_img28|L31_p84_img0|L41_p77_img1,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Выражение для тока i(t) изменится, так как в формуле будет заменено Z(jω) на Z'(jω). Это приведет к изменению коэффициентов перед суммой и, следовательно, к изменению самой функции i(t).",L28_p26|L28_p28_img0,L01_p20_img0|L20_p20_img0|L14_p78_img0|L04_p90_img0|L04_p35_img45,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Комплекс действующего значения тока ветви e1 будет равен 169j B, где j - это мнимая единица.",L05_p95|L05_p95_img0,L09_p6_img0|L13_p34_img0|L37_p62_img0|L05_p70_img0|L05_p31_img29,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы не соединены между собой.,L35_p15|L35_p15_img3,L07_p39_img20|L02_p55_img1|L01_p20_img0|L12_p51_img0|L12_p76_img1,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"На схеме изображены два элемента, которые соединены последовательно.",L34_p53_img2|L34_p53,L41_p65_img0|L20_p59_img0|L18_p11_img0|L10_p36_img0|L11_p41_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Реактивная мощность Q влияет на потери мощности в электрической сети через реактивное сопротивление X. Это приводит к дополнительным потерям энергии в силовом оборудовании, что увеличивает общую мощность, необходимую для передачи активной мощности R. Таким образом, реактивная мощность Q приводит к увеличению потерь мощности в сети.",L07_p37_img0|L07_p37,L01_p20_img0|L07_p23_img0|L19_p47_img0|L39_p35_img0|L25_p102_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Комплексное сопротивление катушки индуктивности будет равно 18,03 А.",L04_p34_img52|L04_p34,L21_p35_img0|L09_p55_img0|L27_p58_img0|L19_p26_img0|L15_p41_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Основные факторы, влияющие на значение коэффициента связи между двумя катушками, включают рассеяние магнитного потока и различия в потоках, пронизывающих различные витки одной и той же катушки. Эти факторы приводят к тому, что коэффициент связи не может быть равен 1, так как поток, создаваемый одной катушкой, не полностью пронизывает витки другой катушки.",L10_p9|L10_p9_img2,L01_p20_img0|L26_p63_img0|L26_p74_img0|L34_p43_img0|L08_p24_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"В данной схеме показано, что элемент с индексом C не имеет соединений с другими элементами.",L05_p67|L05_p67_img0,L24_p18_img0|L01_p29_img0|L01_p20_img0|L23_p30_img0|L14_p105_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"На схеме показано соединение двух элементов, которые могут быть источником питания и нагрузкой.",L34_p5_img1|L34_p5,L10_p36_img0|L19_p26_img0|L01_p20_img0|L26_p9_img0|L20_p59_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Коэффициент затухания фильтра увеличивается пропорционально количеству звеньев (n), что соответствует выражению αy = nα. Это означает, что с увеличением числа звеньев в цепной схеме фильтра его характеристики становятся ближе к идеальным.",L15_p58|L15_p58_img1,L27_p88_img0|L27_p84_img0|L27_p91_img0|L27_p82_img0|L27_p77_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы I и J соединены последовательно.,L01_p50|L01_p50_img0,L01_p20_img0|L42_p39_img0|L20_p50_img0|L08_p8_img0|L01_p10_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,Постоянную составляющую A0 можно найти интегрируя функцию f(t) от 0 до T и делением результата на T. Первая гармоника f(t) изменяется с угловой частотой ω = 2π/T.,L22_p11_img0|L22_p11,L04_p56_img0|L04_p35_img21|L04_p34_img21|L04_p19_img37|L26_p68_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Метод пересечений используется для графического решения последовательной нелинейной цепи с двумя резистивными элементами. Этот метод отличается от метода, описанного в задаче, тем, что один из нелинейных резисторов считается внутренним сопротивлением источника с ЭДС Е, а другой – нагрузкой. Точка пересечения кривых определяет режим работы цепи.",L30_p33|L30_p33_img3,L09_p22_img0|L31_p54_img0|L40_p27_img0|L09_p10_img0|L21_p20_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Феномен, наблюдаемый в такой цепи, называется феррорезонансом напряжений. При этом вольт-амперная характеристика цепи смещается влево относительно теоретической кривой из-за наличия высших гармоник тока и потерь в сердечнике катушки.",L35_p15_img2|L35_p15,L07_p39_img20|L27_p88_img0|L11_p37_img0|L35_p14_img5|L01_p20_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Угловая частота (ω) связана с частотой (f) волны через формулу ω = 2πf. Это означает, что угловая частота равна 2π раз в секунду, когда частота волны составляет 1 Гц.",L03_p24|L03_p24_img1,L40_p27_img0|L01_p20_img0|L41_p65_img0|L36_p46_img1|L36_p19_img23,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы соединены последовательно.,L27_p89_img1|L27_p89,L14_p56_img0|L15_p20_img0|L15_p41_img0|L01_p20_img0|L19_p57_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Условие, при котором в цепи преобладает емкость, это когда индуктивность меньше емкости (bL < bC). Это влияет на параметр b так, что векторная диаграмма на рисунке 5,б показывает, что реактивное сопротивление емкости больше, чем реактивное сопротивление индуктивности.",L08_p33|L08_p33_img0,L01_p20_img0|L43_p59_img0|L14_p78_img0|L43_p20_img0|L07_p39_img20,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,Напряжение на конденсаторе L будет уменьшено в шесть раз.,L27_p17_img0|L27_p16,L10_p36_img0|L01_p20_img0|L04_p90_img0|L04_p35_img45|L04_p34_img45,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Ток I_{zk} можно представить как сумму токов I_{k} (ток ветви k) и I_{source} (ток источника), то есть I_{zk} = I_{k} + I_{source}. Это правило применимо к любой электрической цепи, где ток ветви можно найти путем суммирования токов всех ветвей, включая источник тока.",L06_p4_img0|L06_p4,L19_p62_img0|L42_p43_img1|L14_p62_img1|L11_p30_img0|L14_p78_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы i_n и Δi_n соединены последовательно.,L13_p48|L13_p48_img6,L01_p20_img0|L19_p29_img0|L36_p71_img0|L36_p19_img42|L18_p44_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Для нахождения постоянных интегрирования необходимо использовать два уравнения, которые должны быть удовлетворены при t=0, учитывая, что в общем случае и согласно первому закону коммутации.",L26_p35_img0|L26_p35,L07_p39_img20|L01_p20_img0|L14_p78_img0|L13_p52_img1|L05_p70_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Максимальное значение тока, которое в раз превышает амплитуду тока в установившемся послекоммутационном режиме, можно найти по кривой, используя линейную цепь.",L38_p38|L38_p38_img0,L01_p20_img0|L10_p36_img0|L20_p59_img0|L20_p45_img0|L19_p26_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,a,L43_p61_img0|L43_p60,L29_p28_img4|L32_p101_img0|L32_p104_img0|L19_p13_img0|L32_p108_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"При подключении несимметричной нагрузки к симметричной цепи возникают дополнительные токи и напряжения, которые нарушают симметрию цепи. Это приводит к появлению фазных напряжений, которые отличаются от линейных напряжений, а также к изменению токов в фазах. Для анализа таких ситуаций используется метод И, который позволяет разделить симметричную и несимметричную составляющие токов и напряжений.",L20_p46|L20_p46_img0,L11_p37_img0|L20_p45_img0|L04_p101_img0|L04_p35_img55|L04_p34_img55,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"На рисунке 1a показана схема двухполюсника (обозначенный символом ""II""), который соединен с источником напряжения U1 и нагрузкой Z2.",L14_p4|L14_p5_img0,L01_p20_img0|L14_p13_img0|L21_p35_img0|L12_p21_img0|L05_p1_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"В схеме показано, как элементы U и U_m связаны через синусоидальную функцию. Элемент U_m является амплитудой синусоиды, а U - это результат преобразования U_m с учетом фазового сдвига π/2.",L04_p34|L04_p34_img11,L27_p98_img0|L27_p97_img0|L02_p60_img0|L20_p27_img0|L21_p35_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,Операторное сопротивление соответствует комплексному сопротивлению ветви в цепи синусоидального тока при замене оператора р на jω.,L27_p39_img1|L27_p39,L01_p20_img0|L07_p39_img20|L43_p20_img0|L19_p42_img0|L15_p20_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы U и CN соединены последовательно.,L17_p67|L17_p67_img2,L36_p71_img0|L36_p19_img42|L01_p20_img0|L19_p29_img0|L08_p31_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"Элементы R, R1 и R образуют последовательную цепь.",L18_p65_img0|L18_p64,L39_p46_img1|L07_p39_img20|L39_p40_img0|L31_p15_img0|L13_p23_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"Элементы i1 и i2 соединены последовательно, а затем их сумма равна i3.",L03_p31|L03_p33_img0,L14_p67_img0|L01_p20_img0|L05_p42_img1|L05_p31_img7|L20_p15_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Коммутация в схемах с катушками индуктивности и конденсаторами происходит без скачков в момент коммутации. Для схем с катушками индуктивности это связано с невозможностью скачкообразного изменения магнитного потока, а для схем с конденсаторами — с невозможностью скачкообразного изменения заряда на их электродах. На рисунке 2 показаны переходные процессы, которые относятся к некорректным коммутациям, поскольку они игнорируют малые параметры, что может привести к усложнению задачи при корректном учете этих параметров.",L24_p46|L24_p47_img0,L21_p35_img0|L14_p13_img0|L01_p20_img0|L09_p55_img0|L20_p45_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Геометрические операции над векторами, такие как сложение и вычитание, могут быть заменены на алгебраические операции над комплексными числами. Это позволяет упростить процесс определения комплексной амплитуды результирующего тока, что особенно полезно при анализе электрических цепей.",L03_p77|L03_p77_img0,L08_p8_img0|L21_p20_img0|L04_p79_img0|L04_p35_img39|L04_p34_img39,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"На рисунке 2 предыдущей лекции кривые и , которые представляют зависимости относительной магнитной проницаемости и индуктивности, качественно аналогичны кривым и , если из соотношений (2) и (3) следует, что функция качественно имеет такой же вид, как и .",L33_p68_img1|L33_p68,L01_p20_img0|L01_p29_img0|L41_p65_img0|L01_p10_img0|L15_p41_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,Активная проводимость (g) будет уменьшаться при увеличении радиуса (R) проводника.,L04_p93|L04_p93_img1,L04_p99_img0|L04_p35_img54|L04_p34_img54|L04_p19_img70|L04_p35_img30,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Составляющие токов в m-й и n-й ветвях определяются всеми остальными источниками, кроме источника , используя принцип суперпозиции.",L12_p49|L12_p49_img0,L01_p20_img0|L19_p57_img0|L18_p2_img0|L43_p26_img0|L15_p20_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,На участке 4-1 ток источника тока направлен от положительного полюса к отрицательному.,L36_p23|L36_p23_img1,L05_p53_img0|L05_p31_img14|L04_p56_img0|L04_p35_img21|L04_p34_img21,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы U2 и Z2 соединены последовательно через элемент i2.,L14_p6|L14_p6_img1,L19_p40_img0|L20_p42_img0|L14_p78_img0|L05_p1_img1|L14_p13_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Уравнение баланса мощностей для данной цепи будет иметь вид: P1 + P2 = P3 + P4, где P1 и P2 - мощности, выделяющиеся в резисторах R1 и R2 соответственно, а P3 и P4 - мощности, выделяющиеся в резисторах R3 и L3 (с учетом потерь в индуктивности). Также необходимо учесть потери в индуктивности M, которые могут быть представлены через коэффициент связи k и магнитную индукцию B.",L10_p52_img0|L10_p51,L23_p33_img0|L23_p20_img0|L20_p9_img0|L18_p59_img0|L01_p20_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Условие резонанса в электрической цепи заключается в том, что мнимая часть напряжения должна быть равна нулю. Это происходит, когда индуктивное сопротивление равно емкостному сопротивлению. В этом случае энергия, поступающая в цепь, полностью преобразуется в энергию магнитного поля и электрического поля, а потери энергии минимальны.",L08_p41_img0|L08_p41,L11_p37_img0|L01_p20_img0|L26_p15_img0|L06_p1_img0|L43_p1_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Форма сигнала не изменится, но его период изменится на 1/α'.",L26_p18|L26_p18_img0,L01_p20_img0|L23_p80_img0|L11_p45_img1|L22_p9_img0|L40_p1_img5,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы Y2 и Y3 соединены последовательно.,L12_p22|L12_p22_img1,L11_p18_img0|L06_p81_img2|L06_p52_img1|L06_p81_img1|L06_p70_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Гармоники, кратные трем, возникают в контуре треугольника генератора при несинусоидальных фазных ЭДС. Это происходит из-за того, что при соединении фаз в треугольник сумма фазных ЭДС не равна нулю, а определяется гармониками, кратными трем. В этом случае, даже если внешняя цепь генератора разомкнута, в замкнутом треугольнике генератора будет протекать ток, вызванный этими гармониками.",L23_p62|L23_p63_img0,L09_p22_img0|L40_p27_img0|L08_p8_img0|L09_p10_img0|L04_p79_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,0.0314 Ом,L04_p19_img28|L04_p19,L39_p83_img3|L32_p105_img0|L08_p5_img0|L33_p55_img2|L25_p58_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы U и xx соединены последовательно.,L13_p4|L13_p4_img0,L01_p20_img0|L37_p60_img0|L02_p60_img0|L14_p94_img0|L37_p77_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Метод гармонического баланса используется для расчета нелинейной цепи. Вебер-амперная характеристика нелинейного элемента аппроксимируется выражением , где , для расчета первой и третьей гармоник тока в цепи, состоящей из последовательно соединенного линейного конденсатора и нелинейной катушки.",L36_p19_img9|L36_p19,L01_p20_img0|L11_p37_img0|L14_p78_img0|L14_p105_img0|L43_p20_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"Элементы U_C и np связаны через знак равенства, что указывает на то, что напряжение U_C на конденсаторе равно напряжению U_0.",L25_p82|L25_p82_img0,L08_p7_img0|L19_p29_img0|L08_p19_img1|L18_p10_img0|L43_p7_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,Начальная фаза синусоидальной функции определяется значением фазы при t=0.,L03_p23_img1|L03_p23,L01_p20_img0|L27_p91_img0|L27_p88_img0|L27_p82_img0|L27_p86_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"На схеме показаны последовательное и параллельное соединение элементов. Последовательное соединение представлено на схеме (б), где источник напряжения e(t) и источник тока i(t) последовательно подключены к нагрузке Z. Параллельное соединение показано на схеме (в), где источник напряжения u12(t) и источник тока i'(t) параллельно подключены к нагрузке Z.",L28_p39_img0|L28_p38,L01_p20_img0|L19_p3_img0|L14_p78_img0|L01_p29_img0|L05_p1_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"В момент коммутации, когда конденсатор начинает заряжаться, ток через него будет возрастать, а его производная (скорость изменения тока) будет положительной. В то же время, если в схеме есть индуктивность, ток через нее будет уменьшаться, а его производная (скорость изменения тока) будет отрицательной.",L24_p52_img0|L24_p52,L25_p67_img0|L04_p74_img0|L04_p35_img33|L04_p34_img33|L04_p19_img49,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы U и I соединены последовательно.,L30_p29_img1|L30_p29,L01_p20_img0|L36_p71_img0|L36_p19_img42|L08_p8_img0|L14_p94_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,Элементы Z_L и X_L соединены последовательно.,L04_p50_img0|L04_p50,L20_p59_img0|L11_p11_img0|L14_p56_img0|L11_p30_img0|L19_p62_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Однородное уравнение получается из исходного неоднородного уравнения путем приравнивания его левой части к нулю. В электротехнике удобно принимать решение, соответствующее искомой переменной х в установившемся послекоммутационном режиме, потому что в этом режиме система достигает стационарного состояния, и изменения переменных становятся минимальными.",L24_p25_img1|L24_p25,L07_p39_img20|L01_p20_img0|L05_p1_img1|L19_p42_img0|L43_p59_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Уравнение, представленное в изображении.",L07_p56_img0|L07_p55,L01_p20_img0|L02_p60_img0|L18_p34_img0|L08_p8_img0|L27_p11_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,image,"Элементы i и k соединены через элемент Y_{ik}. Это указывает на то, что i и k связаны через элемент Y_{ik}, который может быть матрицей проводимости или индуктивности в контуре.",L12_p34|L12_p35_img0,L08_p33_img1|L02_p15_img0|L37_p69_img0|L01_p20_img0|L08_p8_img0,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Напряжение на конденсаторе в момент времени t1 будет равно 2U0(1 - e^(-1/N * τc)), где U0 - начальное напряжение, N - количество отражений, а τc - время рассеяния.",L43_p47|L43_p48_img0,L01_p20_img0|L41_p65_img0|L04_p90_img0|L04_p35_img45|L04_p34_img45,0,-1,0.0,0.0,0.0,5,,
Vis: SigLIP (Answer),single,answer,siglip,idx_siglip.bin,siglip,hybrid,"Полный ток в момент времени t равен сумме всех составляющих токов от отдельных скачков напряжения. Это можно записать как i(t) = ∑i_n(t), где i_n(t) - составляющая ток от n-го скачка напряжения.",L29_p6|L29_p6_img0,L37_p87_img0|L24_p9_img0|L40_p9_img0|L40_p4_img4|L29_p26_img1,0,-1,0.0,0.0,0.0,5,,
